Location,Updated,WaitTimeInSeconds
AF4,2023-08-12T06:30:00,60
EF-T,2023-08-12T06:30:00,422
GH-T,2023-08-12T06:30:00,60
NS-S,2023-08-12T06:31:00,461
S-NS,2023-08-12T06:31:00,106
VF0,2023-08-12T06:30:00,60
VF1,2023-08-12T06:30:00,290
VF2,2023-08-12T06:31:00,192
VF3,2023-08-12T06:30:00,388
VF4,2023-08-12T06:30:00,65
AF1,2023-08-12T06:45:00,60
AF2,2023-08-12T06:45:00,325
AF3,2023-08-12T06:45:00,159
AF4,2023-08-12T06:45:00,82
EF-T,2023-08-12T06:45:00,468
GH-T,2023-08-12T06:45:00,0
NS-S,2023-08-12T06:45:00,152
S-NS,2023-08-12T06:45:00,126
VF0,2023-08-12T06:45:00,60
VF1,2023-08-12T06:45:00,291
VF2,2023-08-12T06:45:00,136
VF3,2023-08-12T06:45:00,254
VF4,2023-08-12T06:45:00,60
AF1,2023-08-12T07:01:00,69
AF2,2023-08-12T07:01:00,60
AF3,2023-08-12T07:01:00,223
AF4,2023-08-12T07:01:00,1334
EF-T,2023-08-12T07:01:00,60
GH-T,2023-08-12T07:01:00,94
NS-S,2023-08-12T07:01:00,133
S-NS,2023-08-12T07:01:00,60
VF0,2023-08-12T07:01:00,60
VF1,2023-08-12T07:01:00,456
VF2,2023-08-12T07:01:00,60
VF3,2023-08-12T07:01:00,188
VF4,2023-08-12T07:01:00,60
AF1,2023-08-12T07:21:00,60
AF2,2023-08-12T07:21:00,60
AF3,2023-08-12T07:21:00,127
AF4,2023-08-12T07:21:00,60
EF-T,2023-08-12T07:21:00,60
GH-T,2023-08-12T07:21:00,60
NS-S,2023-08-12T07:21:00,730
S-NS,2023-08-12T07:21:00,60
VF0,2023-08-12T07:21:00,60
VF1,2023-08-12T07:21:00,435
VF2,2023-08-12T07:21:00,185
VF3,2023-08-12T07:21:00,270
VF4,2023-08-12T07:21:00,180
AF1,2023-08-12T07:30:00,161
AF2,2023-08-12T07:30:00,60
AF3,2023-08-12T07:30:00,301
AF4,2023-08-12T07:30:00,145
EF-T,2023-08-12T07:30:00,60
GH-T,2023-08-12T07:30:00,60
NS-S,2023-08-12T07:30:00,1407
S-NS,2023-08-12T07:30:00,106
VF0,2023-08-12T07:30:00,84
VF1,2023-08-12T07:30:00,407
VF2,2023-08-12T07:30:00,189
VF3,2023-08-12T07:30:00,209
VF4,2023-08-12T07:30:00,181
AF1,2023-08-12T07:46:00,135
AF2,2023-08-12T07:45:00,60
AF3,2023-08-12T07:45:00,1632
AF4,2023-08-12T07:46:00,60
EF-T,2023-08-12T07:46:00,186
GH-T,2023-08-12T07:45:00,96
NS-S,2023-08-12T07:46:00,715
S-NS,2023-08-12T07:46:00,1065
VF0,2023-08-12T07:45:00,86
VF1,2023-08-12T07:45:00,502
VF2,2023-08-12T07:45:00,153
VF3,2023-08-12T07:45:00,127
VF4,2023-08-12T07:45:00,99
AF1,2023-08-12T08:04:00,93
AF2,2023-08-12T08:03:00,280
AF3,2023-08-12T08:03:00,577
AF4,2023-08-12T08:04:00,389
EF-T,2023-08-12T08:04:00,60
GH-T,2023-08-12T08:03:00,145
NS-S,2023-08-12T08:04:00,407
S-NS,2023-08-12T08:04:00,467
VF0,2023-08-12T08:03:00,95
VF1,2023-08-12T08:03:00,669
VF2,2023-08-12T08:04:00,197
VF3,2023-08-12T08:03:00,201
VF4,2023-08-12T08:03:00,115
AF1,2023-08-12T08:23:00,537
AF2,2023-08-12T08:23:00,60
AF3,2023-08-12T08:23:00,1183
AF4,2023-08-12T08:23:00,299
EF-T,2023-08-12T08:23:00,162
GH-T,2023-08-12T08:23:00,390
NS-S,2023-08-12T08:23:00,1370
S-NS,2023-08-12T08:23:00,328
VF0,2023-08-12T08:23:00,275
VF1,2023-08-12T08:23:00,552
VF2,2023-08-12T08:23:00,239
VF3,2023-08-12T08:23:00,288
VF4,2023-08-12T08:22:00,90
AF1,2023-08-12T08:30:00,452
AF2,2023-08-12T08:30:00,133
AF3,2023-08-12T08:30:00,596
AF4,2023-08-12T08:30:00,269
EF-T,2023-08-12T08:30:00,241
GH-T,2023-08-12T08:30:00,113
NS-S,2023-08-12T08:30:00,766
S-NS,2023-08-12T08:30:00,375
VF0,2023-08-12T08:30:00,281
VF1,2023-08-12T08:30:00,616
VF2,2023-08-12T08:30:00,268
VF3,2023-08-12T08:30:00,276
VF4,2023-08-12T08:30:00,204
AF1,2023-08-12T08:45:00,100
AF2,2023-08-12T08:45:00,584
AF3,2023-08-12T08:45:00,172
AF4,2023-08-12T08:46:00,60
EF-T,2023-08-12T08:45:00,60
GH-T,2023-08-12T08:45:00,60
NS-S,2023-08-12T08:45:00,668
S-NS,2023-08-12T08:45:00,623
VF0,2023-08-12T08:45:00,276
VF1,2023-08-12T08:45:00,625
VF2,2023-08-12T08:45:00,284
VF3,2023-08-12T08:45:00,244
VF4,2023-08-12T08:45:00,363
AF1,2023-08-12T09:01:00,240
AF2,2023-08-12T09:01:00,1657
AF3,2023-08-12T09:01:00,730
AF4,2023-08-12T09:01:00,60
EF-T,2023-08-12T09:01:00,60
GH-T,2023-08-12T09:01:00,60
NS-S,2023-08-12T09:01:00,724
S-NS,2023-08-12T09:01:00,1285
VF0,2023-08-12T09:01:00,313
VF1,2023-08-12T09:01:00,680
VF2,2023-08-12T09:01:00,556
VF3,2023-08-12T09:01:00,417
VF4,2023-08-12T09:01:00,202
AF1,2023-08-12T09:17:00,908
AF2,2023-08-12T09:17:00,268
AF3,2023-08-12T09:17:00,526
AF4,2023-08-12T09:17:00,164
EF-T,2023-08-12T09:16:00,168
GH-T,2023-08-12T09:16:00,60
NS-S,2023-08-12T09:17:00,568
S-NS,2023-08-12T09:17:00,582
VF0,2023-08-12T09:17:00,358
VF1,2023-08-12T09:16:00,753
VF2,2023-08-12T09:17:00,598
VF3,2023-08-12T09:16:00,264
VF4,2023-08-12T09:16:00,175
AF1,2023-08-12T09:30:00,1254
AF2,2023-08-12T09:30:00,470
AF3,2023-08-12T09:30:00,757
AF4,2023-08-12T09:30:00,1130
EF-T,2023-08-12T09:30:00,60
GH-T,2023-08-12T09:30:00,60
NS-S,2023-08-12T09:30:00,660
S-NS,2023-08-12T09:30:00,105
VF0,2023-08-12T09:30:00,73
VF1,2023-08-12T09:30:00,661
VF2,2023-08-12T09:30:00,439
VF3,2023-08-12T09:30:00,248
VF4,2023-08-12T09:30:00,60
AF1,2023-08-12T09:45:00,938
AF2,2023-08-12T09:45:00,437
AF3,2023-08-12T09:45:00,788
AF4,2023-08-12T09:45:00,1450
EF-T,2023-08-12T09:45:00,109
GH-T,2023-08-12T09:45:00,60
NS-S,2023-08-12T09:45:00,193
S-NS,2023-08-12T09:45:00,60
VF0,2023-08-12T09:45:00,125
VF1,2023-08-12T09:45:00,524
VF2,2023-08-12T09:45:00,111
VF3,2023-08-12T09:45:00,370
VF4,2023-08-12T09:45:00,60
AF1,2023-08-12T10:04:00,520
AF2,2023-08-12T10:04:00,148
AF3,2023-08-12T10:04:00,405
AF4,2023-08-12T10:04:00,1666
EF-T,2023-08-12T10:04:00,60
GH-T,2023-08-12T10:04:00,60
NS-S,2023-08-12T10:04:00,60
S-NS,2023-08-12T10:04:00,60
VF0,2023-08-12T10:04:00,363
VF1,2023-08-12T10:04:00,630
VF2,2023-08-12T10:04:00,165
VF3,2023-08-12T10:04:00,243
VF4,2023-08-12T10:04:00,60
AF1,2023-08-12T10:22:00,1159
AF2,2023-08-12T10:22:00,60
AF3,2023-08-12T10:22:00,414
AF4,2023-08-12T10:22:00,1266
EF-T,2023-08-12T10:22:00,186
GH-T,2023-08-12T10:22:00,60
NS-S,2023-08-12T10:22:00,71
S-NS,2023-08-12T10:22:00,60
VF0,2023-08-12T10:22:00,288
VF1,2023-08-12T10:22:00,509
VF2,2023-08-12T10:22:00,153
VF3,2023-08-12T10:22:00,268
VF4,2023-08-12T10:22:00,60
AF1,2023-08-12T10:30:00,911
AF2,2023-08-12T10:30:00,203
AF3,2023-08-12T10:30:00,85
AF4,2023-08-12T10:31:00,835
EF-T,2023-08-12T10:30:00,60
GH-T,2023-08-12T10:30:00,60
NS-S,2023-08-12T10:30:00,342
S-NS,2023-08-12T10:30:00,60
VF0,2023-08-12T10:30:00,60
VF1,2023-08-12T10:30:00,470
VF2,2023-08-12T10:30:00,402
VF3,2023-08-12T10:30:00,247
VF4,2023-08-12T10:30:00,77
AF1,2023-08-12T10:45:00,740
AF2,2023-08-12T10:45:00,60
AF3,2023-08-12T10:45:00,89
AF4,2023-08-12T10:45:00,311
EF-T,2023-08-12T10:45:00,60
GH-T,2023-08-12T10:45:00,60
NS-S,2023-08-12T10:45:00,869
S-NS,2023-08-12T10:45:00,78
VF0,2023-08-12T10:45:00,108
VF1,2023-08-12T10:45:00,536
VF2,2023-08-12T10:45:00,404
VF3,2023-08-12T10:45:00,259
VF4,2023-08-12T10:45:00,97
AF1,2023-08-12T11:00:00,524
AF2,2023-08-12T11:00:00,503
AF3,2023-08-12T11:00:00,1618
AF4,2023-08-12T11:00:00,60
EF-T,2023-08-12T11:00:00,60
GH-T,2023-08-12T10:59:00,105
NS-S,2023-08-12T11:00:00,1140
S-NS,2023-08-12T11:00:00,295
VF0,2023-08-12T10:59:00,88
VF1,2023-08-12T10:59:00,498
VF2,2023-08-12T11:00:00,269
VF3,2023-08-12T10:59:00,284
VF4,2023-08-12T10:59:00,60
AF1,2023-08-12T11:18:00,650
AF2,2023-08-12T11:17:00,234
AF3,2023-08-12T11:17:00,981
AF4,2023-08-12T11:18:00,1346
EF-T,2023-08-12T11:17:00,61
GH-T,2023-08-12T11:17:00,75
NS-S,2023-08-12T11:17:00,741
S-NS,2023-08-12T11:17:00,461
VF0,2023-08-12T11:17:00,68
VF1,2023-08-12T11:17:00,543
VF2,2023-08-12T11:18:00,344
VF3,2023-08-12T11:17:00,212
VF4,2023-08-12T11:17:00,60
AF1,2023-08-12T11:30:00,176
AF2,2023-08-12T11:30:00,60
AF3,2023-08-12T11:30:00,721
AF4,2023-08-12T11:30:00,825
EF-T,2023-08-12T11:30:00,60
GH-T,2023-08-12T11:30:00,60
NS-S,2023-08-12T11:30:00,576
S-NS,2023-08-12T11:30:00,1404
VF0,2023-08-12T11:30:00,236
VF1,2023-08-12T11:30:00,524
VF2,2023-08-12T11:30:00,178
VF3,2023-08-12T11:30:00,520
VF4,2023-08-12T11:30:00,128
AF1,2023-08-12T11:45:00,232
AF2,2023-08-12T11:45:00,60
AF3,2023-08-12T11:45:00,60
AF4,2023-08-12T11:45:00,163
EF-T,2023-08-12T11:45:00,60
GH-T,2023-08-12T11:45:00,60
NS-S,2023-08-12T11:45:00,276
S-NS,2023-08-12T11:45:00,876
VF0,2023-08-12T11:45:00,60
VF1,2023-08-12T11:45:00,706
VF2,2023-08-12T11:45:00,192
VF3,2023-08-12T11:45:00,275
VF4,2023-08-12T11:45:00,60
AF1,2023-08-12T12:01:00,109
AF2,2023-08-12T12:01:00,60
AF3,2023-08-12T12:01:00,60
AF4,2023-08-12T12:01:00,60
EF-T,2023-08-12T12:01:00,60
GH-T,2023-08-12T12:01:00,60
NS-S,2023-08-12T12:01:00,194
S-NS,2023-08-12T12:01:00,60
VF0,2023-08-12T12:01:00,74
VF1,2023-08-12T12:01:00,0
VF2,2023-08-12T12:01:00,126
VF3,2023-08-12T12:01:00,0
VF4,2023-08-12T12:01:00,0
AF1,2023-08-12T12:22:00,569
AF2,2023-08-12T12:22:00,369
AF3,2023-08-12T12:22:00,1089
AF4,2023-08-12T12:22:00,2795
EF-T,2023-08-12T12:22:00,60
GH-T,2023-08-12T12:22:00,614
NS-S,2023-08-12T12:22:00,925
S-NS,2023-08-12T12:22:00,60
VF0,2023-08-12T12:22:00,304
VF1,2023-08-12T12:22:00,826
VF2,2023-08-12T12:22:00,162
VF3,2023-08-12T12:22:00,320
VF4,2023-08-12T12:22:00,133
AF1,2023-08-12T12:30:00,164
AF2,2023-08-12T12:30:00,599
AF3,2023-08-12T12:30:00,701
AF4,2023-08-12T12:30:00,3193
EF-T,2023-08-12T12:30:00,60
GH-T,2023-08-12T12:30:00,378
NS-S,2023-08-12T12:30:00,1140
S-NS,2023-08-12T12:30:00,60
VF0,2023-08-12T12:30:00,226
VF1,2023-08-12T12:30:00,851
VF2,2023-08-12T12:30:00,351
VF3,2023-08-12T12:30:00,267
VF4,2023-08-12T12:30:00,60
AF1,2023-08-12T12:45:00,608
AF2,2023-08-12T12:45:00,603
AF3,2023-08-12T12:45:00,60
AF4,2023-08-12T12:45:00,799
EF-T,2023-08-12T12:45:00,60
GH-T,2023-08-12T12:45:00,60
NS-S,2023-08-12T12:45:00,957
S-NS,2023-08-12T12:45:00,290
VF0,2023-08-12T12:45:00,380
VF1,2023-08-12T12:45:00,875
VF2,2023-08-12T12:45:00,246
VF3,2023-08-12T12:45:00,293
VF4,2023-08-12T12:45:00,170
AF1,2023-08-12T13:01:00,102
AF2,2023-08-12T13:01:00,110
AF3,2023-08-12T13:01:00,358
AF4,2023-08-12T13:01:00,598
EF-T,2023-08-12T13:01:00,60
GH-T,2023-08-12T13:01:00,60
NS-S,2023-08-12T13:01:00,482
S-NS,2023-08-12T13:01:00,287
VF0,2023-08-12T13:01:00,60
VF1,2023-08-12T13:00:00,718
VF2,2023-08-12T13:01:00,320
VF3,2023-08-12T13:01:00,161
VF4,2023-08-12T13:01:00,366
AF1,2023-08-12T13:15:00,248
AF2,2023-08-12T13:15:00,817
AF3,2023-08-12T13:16:00,575
AF4,2023-08-12T13:16:00,236
EF-T,2023-08-12T13:16:00,195
GH-T,2023-08-12T13:15:00,60
NS-S,2023-08-12T13:16:00,321
S-NS,2023-08-12T13:16:00,60
VF0,2023-08-12T13:15:00,204
VF1,2023-08-12T13:15:00,1018
VF2,2023-08-12T13:16:00,259
VF3,2023-08-12T13:15:00,234
VF4,2023-08-12T13:15:00,163
AF1,2023-08-12T13:31:00,134
AF2,2023-08-12T13:30:00,94
AF3,2023-08-12T13:30:00,247
AF4,2023-08-12T13:30:00,241
EF-T,2023-08-12T13:30:00,60
GH-T,2023-08-12T13:30:00,150
NS-S,2023-08-12T13:30:00,295
S-NS,2023-08-12T13:30:00,399
VF0,2023-08-12T13:30:00,129
VF1,2023-08-12T13:30:00,980
VF2,2023-08-12T13:30:00,349
VF3,2023-08-12T13:30:00,275
VF4,2023-08-12T13:30:00,408
AF1,2023-08-12T13:45:00,60
AF2,2023-08-12T13:45:00,60
AF3,2023-08-12T13:45:00,152
AF4,2023-08-12T13:45:00,2040
EF-T,2023-08-12T13:45:00,92
GH-T,2023-08-12T13:45:00,60
NS-S,2023-08-12T13:45:00,363
S-NS,2023-08-12T13:45:00,512
VF0,2023-08-12T13:45:00,133
VF1,2023-08-12T13:45:00,874
VF2,2023-08-12T13:45:00,199
VF3,2023-08-12T13:45:00,166
VF4,2023-08-12T13:45:00,469
AF1,2023-08-12T14:08:00,60
AF2,2023-08-12T14:07:00,60
AF3,2023-08-12T14:07:00,1986
AF4,2023-08-12T14:08:00,2543
EF-T,2023-08-12T14:07:00,60
GH-T,2023-08-12T14:07:00,150
NS-S,2023-08-12T14:07:00,718
S-NS,2023-08-12T14:08:00,469
VF0,2023-08-12T14:07:00,111
VF1,2023-08-12T14:07:00,878
VF2,2023-08-12T14:08:00,64
VF3,2023-08-12T14:07:00,348
VF4,2023-08-12T14:07:00,220
AF1,2023-08-12T14:33:00,60
AF2,2023-08-12T14:33:00,764
AF3,2023-08-12T14:33:00,459
AF4,2023-08-12T14:33:00,1519
EF-T,2023-08-12T14:33:00,60
GH-T,2023-08-12T14:33:00,60
NS-S,2023-08-12T14:33:00,292
S-NS,2023-08-12T14:33:00,1052
VF0,2023-08-12T14:33:00,60
VF1,2023-08-12T14:33:00,616
VF2,2023-08-12T14:33:00,67
VF3,2023-08-12T14:33:00,344
VF4,2023-08-12T14:33:00,260
AF1,2023-08-12T14:51:00,60
AF2,2023-08-12T14:51:00,475
AF3,2023-08-12T14:51:00,807
AF4,2023-08-12T14:52:00,418
EF-T,2023-08-12T14:51:00,334
GH-T,2023-08-12T14:51:00,60
NS-S,2023-08-12T14:51:00,97
S-NS,2023-08-12T14:51:00,1412
VF0,2023-08-12T14:51:00,110
VF1,2023-08-12T14:51:00,551
VF2,2023-08-12T14:51:00,60
VF3,2023-08-12T14:51:00,184
VF4,2023-08-12T14:51:00,307
AF1,2023-08-12T15:02:00,60
AF2,2023-08-12T15:02:00,1055
AF3,2023-08-12T15:02:00,150
AF4,2023-08-12T15:02:00,1591
EF-T,2023-08-12T15:02:00,60
GH-T,2023-08-12T15:02:00,60
NS-S,2023-08-12T15:02:00,438
S-NS,2023-08-12T15:02:00,1363
VF0,2023-08-12T15:02:00,60
VF1,2023-08-12T15:02:00,527
VF2,2023-08-12T15:02:00,98
VF3,2023-08-12T15:02:00,225
VF4,2023-08-12T15:02:00,162
AF1,2023-08-12T15:19:00,60
AF2,2023-08-12T15:19:00,453
AF3,2023-08-12T15:19:00,533
AF4,2023-08-12T15:19:00,470
EF-T,2023-08-12T15:19:00,60
GH-T,2023-08-12T15:19:00,60
NS-S,2023-08-12T15:19:00,942
S-NS,2023-08-12T15:19:00,742
VF0,2023-08-12T15:19:00,60
VF1,2023-08-12T15:19:00,592
VF2,2023-08-12T15:19:00,217
VF3,2023-08-12T15:19:00,257
VF4,2023-08-12T15:19:00,289
AF1,2023-08-12T15:31:00,60
AF2,2023-08-12T15:30:00,60
AF3,2023-08-12T15:30:00,146
AF4,2023-08-12T15:31:00,822
EF-T,2023-08-12T15:30:00,80
GH-T,2023-08-12T15:30:00,120
NS-S,2023-08-12T15:30:00,400
S-NS,2023-08-12T15:30:00,355
VF0,2023-08-12T15:30:00,98
VF1,2023-08-12T15:30:00,440
VF2,2023-08-12T15:30:00,60
VF3,2023-08-12T15:30:00,221
VF4,2023-08-12T15:30:00,90
AF1,2023-08-12T15:44:00,60
AF2,2023-08-12T15:44:00,193
AF3,2023-08-12T15:44:00,190
AF4,2023-08-12T15:44:00,514
EF-T,2023-08-12T15:44:00,60
GH-T,2023-08-12T15:44:00,120
NS-S,2023-08-12T15:44:00,152
S-NS,2023-08-12T15:44:00,119
VF0,2023-08-12T15:44:00,60
VF1,2023-08-12T15:44:00,590
VF2,2023-08-12T15:44:00,60
VF3,2023-08-12T15:44:00,194
VF4,2023-08-12T15:44:00,175
AF1,2023-08-12T16:01:00,60
AF2,2023-08-12T16:00:00,208
AF3,2023-08-12T16:01:00,60
AF4,2023-08-12T16:01:00,1293
EF-T,2023-08-12T16:00:00,60
GH-T,2023-08-12T16:01:00,60
NS-S,2023-08-12T16:01:00,315
S-NS,2023-08-12T16:01:00,587
VF0,2023-08-12T16:01:00,111
VF1,2023-08-12T16:01:00,0
VF2,2023-08-12T16:01:00,70
VF3,2023-08-12T16:01:00,0
VF4,2023-08-12T16:01:00,0
AF1,2023-08-12T16:20:00,60
AF2,2023-08-12T16:20:00,330
AF3,2023-08-12T16:20:00,590
AF4,2023-08-12T16:20:00,60
EF-T,2023-08-12T16:20:00,234
GH-T,2023-08-12T16:20:00,60
NS-S,2023-08-12T16:20:00,529
S-NS,2023-08-12T16:20:00,60
VF0,2023-08-12T16:20:00,90
VF1,2023-08-12T16:20:00,951
VF2,2023-08-12T16:20:00,60
VF3,2023-08-12T16:20:00,176
VF4,2023-08-12T16:20:00,93
AF1,2023-08-12T16:31:00,60
AF2,2023-08-12T16:30:00,298
AF3,2023-08-12T16:30:00,1807
AF4,2023-08-12T16:30:00,588
EF-T,2023-08-12T16:30:00,498
GH-T,2023-08-12T16:30:00,60
NS-S,2023-08-12T16:30:00,1003
S-NS,2023-08-12T16:30:00,60
VF0,2023-08-12T16:30:00,71
VF1,2023-08-12T16:30:00,905
VF2,2023-08-12T16:31:00,188
VF3,2023-08-12T16:30:00,92
VF4,2023-08-12T16:30:00,60
AF1,2023-08-12T16:45:00,60
AF2,2023-08-12T16:45:00,622
AF3,2023-08-12T16:45:00,228
AF4,2023-08-12T16:45:00,60
EF-T,2023-08-12T16:45:00,206
GH-T,2023-08-12T16:45:00,60
NS-S,2023-08-12T16:45:00,1018
S-NS,2023-08-12T16:45:00,60
VF0,2023-08-12T16:45:00,91
VF1,2023-08-12T16:45:00,845
VF2,2023-08-12T16:45:00,110
VF3,2023-08-12T16:45:00,89
VF4,2023-08-12T16:45:00,60
AF1,2023-08-12T17:01:00,60
AF2,2023-08-12T17:01:00,298
AF3,2023-08-12T17:01:00,147
AF4,2023-08-12T17:01:00,2833
EF-T,2023-08-12T17:01:00,60
GH-T,2023-08-12T17:01:00,215
NS-S,2023-08-12T17:01:00,1205
S-NS,2023-08-12T17:01:00,60
VF0,2023-08-12T17:01:00,158
VF1,2023-08-12T17:01:00,874
VF2,2023-08-12T17:01:00,164
VF3,2023-08-12T17:01:00,179
VF4,2023-08-12T17:01:00,172
AF1,2023-08-12T17:18:00,60
AF2,2023-08-12T17:18:00,60
AF3,2023-08-12T17:18:00,537
AF4,2023-08-12T17:18:00,1123
EF-T,2023-08-12T17:18:00,327
GH-T,2023-08-12T17:18:00,120
NS-S,2023-08-12T17:18:00,498
S-NS,2023-08-12T17:18:00,60
VF0,2023-08-12T17:18:00,112
VF1,2023-08-12T17:18:00,945
VF2,2023-08-12T17:18:00,461
VF3,2023-08-12T17:18:00,175
VF4,2023-08-12T17:18:00,108
AF1,2023-08-12T17:30:00,60
AF2,2023-08-12T17:30:00,60
AF3,2023-08-12T17:30:00,293
AF4,2023-08-12T17:30:00,393
EF-T,2023-08-12T17:30:00,159
GH-T,2023-08-12T17:30:00,128
NS-S,2023-08-12T17:30:00,98
S-NS,2023-08-12T17:30:00,77
VF0,2023-08-12T17:30:00,95
VF1,2023-08-12T17:30:00,746
VF2,2023-08-12T17:30:00,117
VF3,2023-08-12T17:30:00,197
VF4,2023-08-12T17:30:00,192
AF1,2023-08-12T17:45:00,60
AF2,2023-08-12T17:45:00,269
AF3,2023-08-12T17:45:00,99
AF4,2023-08-12T17:45:00,60
EF-T,2023-08-12T17:45:00,60
GH-T,2023-08-12T17:45:00,128
NS-S,2023-08-12T17:45:00,60
S-NS,2023-08-12T17:45:00,60
VF0,2023-08-12T17:45:00,151
VF1,2023-08-12T17:45:00,925
VF2,2023-08-12T17:45:00,156
VF3,2023-08-12T17:45:00,331
VF4,2023-08-12T17:45:00,96
AF1,2023-08-12T18:03:00,60
AF2,2023-08-12T18:02:00,936
AF3,2023-08-12T18:03:00,60
AF4,2023-08-12T18:03:00,60
EF-T,2023-08-12T18:03:00,74
GH-T,2023-08-12T18:02:00,60
NS-S,2023-08-12T18:03:00,468
S-NS,2023-08-12T18:03:00,60
VF0,2023-08-12T18:02:00,113
VF1,2023-08-12T18:02:00,514
VF2,2023-08-12T18:03:00,259
VF3,2023-08-12T18:02:00,155
VF4,2023-08-12T18:02:00,60
AF1,2023-08-12T18:24:00,60
AF2,2023-08-12T18:24:00,101
AF3,2023-08-12T18:24:00,60
AF4,2023-08-12T18:24:00,1281
EF-T,2023-08-12T18:24:00,60
GH-T,2023-08-12T18:24:00,60
NS-S,2023-08-12T18:24:00,947
S-NS,2023-08-12T18:24:00,70
VF0,2023-08-12T18:24:00,90
VF1,2023-08-12T18:24:00,567
VF2,2023-08-12T18:24:00,502
VF3,2023-08-12T18:24:00,167
VF4,2023-08-12T18:24:00,60
AF1,2023-08-12T18:30:00,60
AF2,2023-08-12T18:30:00,107
AF3,2023-08-12T18:30:00,60
AF4,2023-08-12T18:30:00,602
EF-T,2023-08-12T18:30:00,60
GH-T,2023-08-12T18:30:00,60
NS-S,2023-08-12T18:30:00,687
S-NS,2023-08-12T18:30:00,60
VF0,2023-08-12T18:30:00,60
VF1,2023-08-12T18:30:00,534
VF2,2023-08-12T18:30:00,746
VF3,2023-08-12T18:30:00,232
VF4,2023-08-12T18:30:00,60
AF1,2023-08-12T18:45:00,60
AF2,2023-08-12T18:45:00,60
AF3,2023-08-12T18:45:00,60
AF4,2023-08-12T18:45:00,807
EF-T,2023-08-12T18:45:00,60
GH-T,2023-08-12T18:45:00,60
NS-S,2023-08-12T18:45:00,192
S-NS,2023-08-12T18:45:00,60
VF0,2023-08-12T18:45:00,123
VF1,2023-08-12T18:45:00,1056
VF2,2023-08-12T18:45:00,247
VF3,2023-08-12T18:45:00,328
VF4,2023-08-12T18:45:00,60
AF1,2023-08-12T19:01:00,60
AF2,2023-08-12T19:01:00,60
AF3,2023-08-12T19:01:00,60
AF4,2023-08-12T19:01:00,349
EF-T,2023-08-12T19:01:00,60
GH-T,2023-08-12T19:01:00,150
NS-S,2023-08-12T19:00:00,157
S-NS,2023-08-12T19:01:00,60
VF0,2023-08-12T19:01:00,325
VF1,2023-08-12T19:01:00,579
VF2,2023-08-12T19:01:00,66
VF3,2023-08-12T19:01:00,90
VF4,2023-08-12T19:01:00,60
AF1,2023-08-12T19:20:00,60
AF2,2023-08-12T19:19:00,390
AF3,2023-08-12T19:19:00,70
AF4,2023-08-12T19:20:00,60
EF-T,2023-08-12T19:19:00,98
GH-T,2023-08-12T19:19:00,375
NS-S,2023-08-12T19:19:00,131
S-NS,2023-08-12T19:20:00,409
VF0,2023-08-12T19:19:00,532
VF1,2023-08-12T19:19:00,986
VF2,2023-08-12T19:20:00,74
VF3,2023-08-12T19:19:00,307
VF4,2023-08-12T19:19:00,60
AF1,2023-08-12T19:30:00,60
AF2,2023-08-12T19:30:00,628
AF3,2023-08-12T19:30:00,357
AF4,2023-08-12T19:30:00,300
EF-T,2023-08-12T19:30:00,252
GH-T,2023-08-12T19:30:00,60
NS-S,2023-08-12T19:30:00,293
S-NS,2023-08-12T19:30:00,314
VF0,2023-08-12T19:30:00,206
VF1,2023-08-12T19:30:00,463
VF2,2023-08-12T19:30:00,157
VF3,2023-08-12T19:30:00,267
VF4,2023-08-12T19:30:00,60
AF1,2023-08-12T19:45:00,60
AF2,2023-08-12T19:45:00,990
AF3,2023-08-12T19:45:00,1375
AF4,2023-08-12T19:45:00,82
EF-T,2023-08-12T19:45:00,318
GH-T,2023-08-12T19:45:00,60
NS-S,2023-08-12T19:45:00,1072
S-NS,2023-08-12T19:45:00,170
VF0,2023-08-12T19:45:00,60
VF1,2023-08-12T19:45:00,657
VF2,2023-08-12T19:45:00,89
VF3,2023-08-12T19:45:00,75
VF4,2023-08-12T19:45:00,60
AF1,2023-08-12T20:03:00,60
AF2,2023-08-12T20:03:00,65
AF3,2023-08-12T20:03:00,320
AF4,2023-08-12T20:03:00,2088
EF-T,2023-08-12T20:03:00,60
GH-T,2023-08-12T20:03:00,338
NS-S,2023-08-12T20:03:00,344
S-NS,2023-08-12T20:03:00,373
VF0,2023-08-12T20:03:00,60
VF1,2023-08-12T20:03:00,410
VF2,2023-08-12T20:03:00,60
VF3,2023-08-12T20:03:00,235
VF4,2023-08-12T20:03:00,60
AF1,2023-08-12T20:22:00,60
AF2,2023-08-12T20:22:00,1376
AF3,2023-08-12T20:22:00,271
AF4,2023-08-12T20:22:00,586
EF-T,2023-08-12T20:22:00,60
GH-T,2023-08-12T20:22:00,60
NS-S,2023-08-12T20:22:00,1757
S-NS,2023-08-12T20:22:00,60
VF0,2023-08-12T20:22:00,60
VF1,2023-08-12T20:22:00,297
VF2,2023-08-12T20:22:00,60
VF3,2023-08-12T20:22:00,103
VF4,2023-08-12T20:22:00,60
AF1,2023-08-12T20:30:00,60
AF2,2023-08-12T20:30:00,885
AF3,2023-08-12T20:30:00,376
AF4,2023-08-12T20:30:00,214
EF-T,2023-08-12T20:30:00,60
GH-T,2023-08-12T20:30:00,60
NS-S,2023-08-12T20:30:00,815
S-NS,2023-08-12T20:30:00,119
VF0,2023-08-12T20:30:00,60
